0,1,2,3,4,5
-2.1752554915940947,-1.4127688014296245,-1.7182981644934356,-3.287674202217967,-1.1614108276197643,1.0
1.6341948632083343,-1.4346173208964916,-0.8653114576274266,-2.6761867867583424,-0.7665725298285737,1.0
1.3876184569740042,0.9332950038233965,-3.2214082882917046,1.9709161423728014,1.4090322101847006,-1.0
-0.0801795126563607,0.2702914187448218,-0.12313262343803766,-3.4361705453694196,-0.7228097014485635,1.0
-0.6124063068807052,-1.1003743278835088,-3.842708457107193,-1.5842860606852744,-0.840419546969094,1.0
0.6573124584564533,-1.1340131286278787,-1.9268072554227018,0.37862195090559414,0.6853858967536048,-1.0
-1.606563820267344,-1.0901369675756443,0.0030777539917725694,-3.501265566461491,-1.6313225534891334,1.0
0.9738194059319916,-1.7617393017823495,-3.266332715118069,-0.6856296648776814,-0.5823931410294855,1.0
0.7657341055145961,-0.09547353422557392,-1.8261280715185073,-3.3168872544495596,-1.5260573205204706,1.0
-2.145093493893514,0.35622940331943576,-1.6546730313448057,0.9278799853186501,0.34781093224363324,-1.0
-1.0908603270520938,1.207550071500943,0.09729403533574521,-1.5598265548969417,-0.5743140268072597,1.0
-0.3606491262927042,-0.055994366139983875,-2.0855040985546873,-1.0554967044316503,-0.42457536974289245,1.0
0.28361367378226465,1.615076396475093,-0.9131726685429646,-1.8000228259516962,-2.2319780258897537,1.0
0.9467084899580345,0.6295367438162509,-1.885111263714416,-2.7142192411858916,-0.6755690042548028,1.0
-1.28970098303615,1.2208734429507644,-1.0603315711608965,-1.7820930292648054,0.5306009182839486,1.0
-0.42075454658194655,-2.04031892448171,-1.860790614474765,-1.9034214555590383,-1.534028956453322,1.0
0.3355238732063821,3.359547921417761,-0.7220325711796599,0.9972004384867488,-0.6299155045144713,-1.0
-1.6189468930436814,-1.1805206477966828,-0.28998795897330387,-0.6554891634675923,-0.2412579303822249,1.0
-0.5916685484047649,-0.5848676962638354,-1.4201919993106356,-1.4195738915007081,-0.695590605830165,1.0
1.1455798466105134,-0.6068284608054655,-0.7764014465592428,-4.14186649414965,-1.1850024068255296,1.0
-2.297301155565318,-0.7993979670865751,-2.374599531102005,-2.4382608560530152,-1.6397710799983967,1.0
-0.6016779925887328,-0.6978743404135985,-1.2967341344388896,-3.0872959098993,-0.634683310878127,1.0
-0.08961743383012288,-0.3701358257160972,-1.4904711701593918,-1.1439763867351647,-1.2723177309722606,1.0
-2.6631197044914607,-2.1924131113908767,-2.6630406122945907,-0.6092993503753719,-0.5439744053044716,1.0
1.1257203300005503,2.26922373531243,0.6651000164249341,0.7229191622010586,1.7758399715337312,-1.0
0.24716597344606148,-0.06547755804992206,-2.7779624143297723,1.854597296448344,1.5235721582840973,-1.0
-0.001921787713326295,0.44515780908683406,-3.327940980735012,-1.1182473473505958,-0.8868567058042431,1.0
0.019579026431220226,-1.0524175709910315,-3.098929821691993,-1.3998340023956888,0.5066092063232803,1.0
-0.23725308478863838,2.6566222442240788,-1.238757168188885,0.7742857830682002,-0.6008202329449814,-1.0
-0.709350696812567,2.8842768607795204,-0.998441341951125,1.5979886302070494,0.7889133751977551,-1.0
0.6571977035803347,-1.6965887607862389,-2.700495352777957,-0.9837499872529136,0.2531484011882575,1.0
0.06839291535628644,1.4025663109131346,-1.9720699224739695,0.06546912721490128,2.3378893740396762,-1.0
-2.0009253616060385,-0.6877618626987347,0.7090196439198568,-3.2887494709104903,0.8475777109411327,1.0
-1.0625802665879611,0.05679797541484677,-1.946748880925803,-1.4877117305196683,-0.37257318224137986,1.0
0.46572297002093144,1.3547325471710105,-1.6606426223134032,2.1963156698412,1.5287202067840955,-1.0
0.9362224432063442,0.8034332961516248,-2.178506722455512,-2.5698439134797915,-1.0121664342715182,1.0
-1.2413593384997208,-0.33801543780368065,-1.9858530141037898,-1.684462199185742,-1.7694160979203442,1.0
-0.11824389749108055,-1.0761260293357708,-2.0529806445582834,-2.0118781992946024,-1.2995248396356525,1.0
0.796716183743045,-0.960955558723305,-2.930665015818059,1.330789418418053,1.83281143273486,-1.0
0.20470078850038864,-0.9016329795018445,-1.4941901671472608,1.3860485715955144,0.8806487783353616,-1.0
0.42995282566052695,-1.1335901760846785,-1.7285531099528928,-1.0709246737246796,0.11480487782095855,1.0
-1.3609070240336276,0.40355496825249243,-0.5146954990035124,0.27825528266665245,-1.0896507536932472,1.0
-0.6864015311503181,-1.2544994420895736,-1.0687669726425715,-0.3606348005577975,1.1509293160932828,1.0
0.5835849769544448,-0.36869708905075876,-0.7737515475426335,-1.6526735869199602,-0.7706663683576078,1.0
-0.649569663840864,1.0154241029955229,-1.9421756783355348,0.54039311988101,1.9226769347356294,-1.0
-1.2476173165714488,-1.2763286028245524,-0.7619680002254747,-0.2003753656416809,-0.4608378556893196,1.0
-0.1645170233899313,-1.1457600103524859,-0.430023824500511,-0.853459447461957,0.2597872371810223,1.0
-0.3632167992316765,-1.4787331696912211,-0.7920017779525931,-2.5675009496796495,0.3021649136533157,1.0
-2.6283235031413046,-0.27991774720442214,-0.7586820562154835,-2.6070122744941053,0.11699956185844379,1.0
-0.25661618700700206,-0.40075377089587394,-1.7463273268173514,0.9749938257124137,1.4171828274585458,-1.0
-0.20659166352921465,0.6350035657883208,-1.8937625343528142,-0.15025412445576025,-2.4914558901783206,1.0
-1.1462354512845345,-0.34385381390781267,-0.3395351111770317,-1.7679364499305104,0.41206432443935886,1.0
1.3511582624490701,0.4535288246090561,-1.1245668048554838,1.450361733955779,1.7227695548805055,-1.0
-0.2619128322150184,-0.9378907347843761,-1.1149540313908637,-2.154628976679472,-1.2408866252596356,1.0
-0.5177511976712617,-1.9885908335592044,-0.8899751160623506,-2.8333351326270932,-3.1298178114470496,1.0
-0.7930375935476575,-0.7159225069813404,-0.5676705049980223,-1.6822708501305357,1.1694909121531025,1.0
